oro_return,precio,inflacion_usa,volatilidad_6m,lag_3,tipos_ecb,eurusd,activo_return,desempleo,sp500_return,vix,tipos_fed,curva10Y2Y,target
-0.061431235140101736,10.167048454284668,0.017007834915029774,0.07116356059883207,0.060722174107293636,0.25,1.3572757244110107,0.0519593315762068,9.1,0.022645574359139164,19.530000686645508,0.17,2.84,0.040934541971647365
0.056605186111917005,10.583231925964355,0.02124898173333145,0.05097424324607568,0.033789835068237295,0.25,1.373437762260437,0.040934541971647365,9.0,0.03195656372809341,18.350000381469727,0.16,2.73,-0.013306632599591861
0.02100331693775992,10.442404747009277,0.02619241510354109,0.02577655948655434,0.03667052208076149,0.25,1.4121301174163818,-0.013306632599591861,9.0,-0.0010473129391664893,17.739999771118164,0.14,2.67,0.004648639614672767
0.08138159260482469,10.490947723388672,0.030772344447868694,0.02478740675797066,0.0519593315762068,0.5,1.4820963144302368,0.004648639614672767,9.1,0.028495380666536008,14.75,0.1,2.71,-0.006569122506171476
-0.015088097422778723,10.42203140258789,0.034589718808965,0.02750683602664822,0.040934541971647365,0.5,1.4322338104248047,-0.006569122506171476,9.0,-0.01350095289522324,15.449999809265137,0.09,2.6,-0.03495953439018651
-0.01972099156203333,10.057682037353516,0.03502318150636041,0.033272881175949315,-0.013306632599591861,0.5,1.4478904008865356,-0.03495953439018651,9.1,-0.018257461652479323,16.520000457763672,0.09,2.73,0.16328543128719564
0.08387139446496517,11.699954986572266,0.035798809769996165,0.07189908216656415,0.004648639614672767,0.75,1.4331985712051392,0.16328543128719564,9.0,-0.02147442530666621,25.25,0.07,2.46,-0.014469251302463348
0.12295028260667151,11.530665397644043,0.0375499603070808,0.07309472302774699,-0.006569122506171476,0.75,1.4433138370513916,-0.014469251302463348,9.0,-0.05679110795232889,31.6200008392334,0.1,2.03,-0.009121000392117051
-0.11380911981730246,11.425494194030762,0.03812621692818685,0.0727733329603117,-0.03495953439018651,0.75,1.3585848808288574,-0.009121000392117051,9.0,-0.07176198808089651,42.959999084472656,0.08,1.67,0.06152339731425216
0.06405821105522791,12.128429412841797,0.035222681306640524,0.0745050195520528,0.16328543128719564,0.75,1.4140071868896484,0.06152339731425216,8.8,0.10772303843744147,29.959999084472656,0.07,1.92,-0.05578364751784537
0.012353583941147939,11.451861381530762,0.03451432214581729,0.08128918902407052,-0.014469251302463348,0.5,1.3324095010757446,-0.05578364751784537,8.6,-0.005058715107011391,27.799999237060547,0.08,1.83,0.05965458284279834
-0.1029504160251361,12.135017395019531,0.03062066838419386,0.07797437051036123,-0.009121000392117051,0.25,1.2956053018569946,0.05965458284279834,8.5,0.008532763666636134,23.399999618530273,0.07,1.64,0.12711128337737443
0.039403554944970054,13.677515029907227,0.030087663379855023,0.06655831006599931,0.06152339731425216,0.25,1.3139568567276,0.12711128337737443,8.3,0.043583062704985354,19.440000534057617,0.08,1.61,0.18831043053249386
0.05063101791114355,16.25313377380371,0.028981784423473878,0.08846547466217905,-0.05578364751784537,0.25,1.3477997779846191,0.18831043053249386,8.3,0.04058946376811723,18.43000030517578,0.1,1.68,0.10528365137666995
-0.02374406398400397,17.964323043823242,0.025828752813320977,0.08219027209764941,0.05965458284279834,0.25,1.334507703781128,0.10528365137666995,8.2,0.03133231453144192,15.5,0.13,1.9,-0.025969585959686237
-0.02446910567429117,17.4977970123291,0.022731633741348567,0.09334498273421804,0.12711128337737443,0.25,1.3241524696350098,-0.025969585959686237,8.2,-0.007497452372495994,17.149999618530273,0.14,1.68,-0.010702445038279884
